貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2017-12-28 23:00:00+00:00,111515882197852_1962267570455998,"搭摩天輪還可以看日出 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,755,13
2017-12-28 22:00:00+00:00,111515882197852_1962271350455620,"編編已經易胖體質很久了 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,949,80
2017-12-28 19:30:00+00:00,111515882197852_1962149127134509,"#全球最小分店 真的是太神奇了 ???

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2758,154
2017-12-28 16:00:00+00:00,111515882197852_1962264843789604,"看來今年脫單有望了？?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1038,41
2017-12-28 15:30:00+00:00,111515882197852_1962308130451942,"#店家資訊 ???「玩命之徒」出任務
看完好想飛一趟韓國～ ?

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,156,3
2017-12-28 15:00:00+00:00,111515882197852_1962213560461399,"#食尚金好康 來猜猜看，節目中的４項遊樂設施 ? #翔夢烈 分別在哪關、哪個指令中挑戰失敗？答對就有機會獲得樂園手表、小包包唷！?

?【好康獎品】手表*3、小包包*3(共6名)
?【留言時間】即日起至2017/12/29(五)22:00
?【公布時間】2018/1/4 15:00

【注意事項】1.活動獎項隨機抽出2.獎品寄送時間由食尚玩家考量作業時間處理3.食尚玩家官網及粉絲團有權取消、終止、修改或暫停活動4.得獎公布後請於期限內回覆，逾期視同放棄。

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1290,299
2017-12-28 13:30:00+00:00,111515882197852_1962284023787686,"這一集真的是玩命啊 ?
 食尚三帥來也 ??? http://bit.ly/2CdyQRA

鎖定今晚十點 ? http://bit.ly/2C2X1CY
【玩命之徒 漂向濟州】

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1197,14
2017-12-28 12:40:00+00:00,111515882197852_1075034939304180,"#珍奶控 ? 都跑去台中了嗎？ ?
【店家資訊】? http://bit.ly/2ChfjwY

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,16495,1107
2017-12-28 11:30:00+00:00,111515882197852_1962210527128369,"這張臉真的很有事 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2368,148
2017-12-28 10:30:00+00:00,111515882197852_528517454188234,"#94想食 台中宵夜吃什麼？這家「秘密拉麵」
CP值超高！吃得你大半夜不要不要的?
店家資訊看這裡?http://bit.ly/2pJhpDf
完整版線上看?https://youtu.be/jlkPd2UhN48

訂閱《YouTube頻道》? http://bit.ly/2lisE1O
?加入食尚玩家LINE好康不漏接 
--- https://goo.gl/aUBhqD",,5778,409
2017-12-28 09:30:24+00:00,111515882197852_1962140707135351,"#花絮來了 買禮物這麼大手筆 
這...跟平常一哥不一樣啊 ?

今晚10點要送禮啦~? ? http://bit.ly/2C2X1CY
【玩命之徒 漂向濟州】

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,879,3
2017-12-28 08:00:01+00:00,111515882197852_1962085497140872,"天鵝啊~ 哈根達斯變 #星巴克 了 ?
還有 ? 水果蛋糕 可吃 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,5130,276
2017-12-28 07:30:00+00:00,111515882197852_1074909179316756,"#花絮來了 數字障礙 哈哈哈 有鄉親也4嗎？?

鎖定今晚十點 ? http://bit.ly/2C2X1CY
【玩命之徒 漂向濟州】

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1310,14
2017-12-28 07:00:00+00:00,111515882197852_1962005853815503,"??? 出遊最怕塞 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,481,12
2017-12-28 06:13:06+00:00,111515882197852_1962030657146356,"Dora、子余教你鎖住情人 ??? 

? #2018女神養成術香氣篇",食尚玩家 shared 女人我最大's live video.,157,0
2017-12-28 05:35:00+00:00,111515882197852_1074874712653536,"#花絮來了 可憐的關主~ ?

鎖定今晚十點 ? http://bit.ly/2C2X1CY
【玩命之徒 漂向濟州】

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 顏永烈／ 夢多 mondo 大谷主水 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,515,2
2017-12-28 05:05:33+00:00,111515882197852_1074872769320397,"吃到飽「漲」聲響起 ? http://bit.ly/2l9XPeF

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1286,37
2017-12-28 03:17:39+00:00,111515882197852_1961928567156565,好刺激 ? 別錯過今晚節目唷 ?,食尚玩家 shared their video.,617,0
2017-12-28 01:00:00+00:00,111515882197852_1961306457218776,"趕緊準備明年的出國計畫 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,536,12
2017-12-27 23:30:00+00:00,111515882197852_1961302433885845,"今年賞楓最後一波 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,737,27
2017-12-27 22:00:00+00:00,111515882197852_1961304797218942,"越來越美了 好羨慕 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,1043,54
2017-12-27 19:30:00+00:00,111515882197852_1961154677233954,"這裡看煙火也美賣喔 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,588,25
2017-12-27 17:30:00+00:00,111515882197852_1961307457218676,"這一群 嘻哈阿嬤太厲害了 ? http://bit.ly/2Ce6o1R

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,4371,304
2017-12-27 16:00:00+00:00,111515882197852_1074392812701726,"GOD~看了讓人好想吃的握壽司 ???

【店家資訊】? http://bit.ly/2pLn4ZI
【完整節目】? http://bit.ly/2pBYg69

#就要醬玩／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,3350,195
2017-12-27 15:30:00+00:00,111515882197852_1961276277221794,"身邊有人是 #元蛋寶寶 嗎？

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,303,7
2017-12-27 15:00:00+00:00,111515882197852_1961283937221028,"#店家資訊 跟著 ? 豆莎包 ?一起
把這些好料通通找出來！?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,121,16
2017-12-27 13:40:00+00:00,111515882197852_1961273993888689,"? 滿滿的烤雞大平台 ??? 開吃！

補一下 #享食尚滴雞精 ? https://goo.gl/4ziZpz",,1367,75
2017-12-27 12:40:02+00:00,111515882197852_1961267440556011,"這個 #柴犬部長 我可以啦 ???
店家資訊 ? http://bit.ly/2pFuWMg

? 雨田先生手沖飲品吧
地址：北市忠孝東路4段223巷69號

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",食尚玩家 added 3 photos and a video.,6880,706
2017-12-27 11:30:00+00:00,111515882197852_1961214697227952,"??? 呱～蛙蛙天空步道亮相 ? #新景點 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1487,98
2017-12-27 10:30:00+00:00,111515882197852_527997450906901,"#94想食 來屏東跨年也不錯～
一邊看無敵海景一邊BBQ敲爽der?
店家資訊看過來?http://bit.ly/2l655rR
完整版線上看?https://youtu.be/tF1g1Mpc6us

訂閱《YouTube頻道》? http://bit.ly/2lisE1O
?加入食尚玩家LINE好康不漏接 
--- https://goo.gl/aUBhqD",,4906,467
2017-12-27 09:30:00+00:00,111515882197852_1074301099377564,"#花絮來了 撩妹必學這一句 ?

鎖定今晚十點 ? http://bit.ly/2BFCobA
【好意外好開心 中台灣美食躲貓貓】  

#食尚玩家／ 莎莎公主(鍾欣愉)／ 納豆 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,732,5
2017-12-27 08:30:44+00:00,111515882197852_1961104220572333,"? 2017年即將來到尾聲…
回首過去 不管是參加比賽的跑者們
用心舉辦賽事的工作人員
? 熱情的應援團等
只要你曾和萬金石一起努力過
找出回憶裡 #你和萬金石的合照 ?

在 新北市萬金石馬拉松 粉絲頁留言處
上傳你與萬金石的合照 ?
? 並留言：「那一年我與我的萬金石」
就有機會獲得情意濃濃的牛皮鑰匙圈唷！

小編沒跑過萬金石，但看到這麼多網友分享的照片，真的著實的感動啊！?

#那一年我與我的萬金石
#糖糖尚蓋巧",,225,1
2017-12-27 05:31:43+00:00,111515882197852_1074237786050562,"#花絮來了 謝謝豆哥 黑糖特製厚奶蓋一杯 +1

鎖定今晚十點 ? http://bit.ly/2BFCobA
【好意外好開心 中台灣美食躲貓貓】  

#食尚玩家／ 莎莎公主(鍾欣愉)／ 納豆 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1494,12
2017-12-27 04:30:10+00:00,111515882197852_1960936997255722,"? 【桑塔熊直播Live】#桑塔熊出任務   ? #請分享 
再過4天就要跨年了~~~
桑塔熊 & 阿松 & 金牌大廚 & 直播達人 超強黃金陣容
教你跨年開趴準備甚麼好 ?!!
豪華主餐、紅酒佳餚、可口甜點… 還有超新奇玩具
這些東西傳好好，自己也可以成為開趴王!!

分享本篇直播還有好禮要送給大家喔 ~~
#新北市歡樂耶誕城 #桑塔熊 #阿松
#好吃好玩都在愛買 #遠百企業 
======================================================================
對了! 小編還幫大家爭取到抽SUGAR C7手機、HappyCash行動手環、Mega50商品抵用券，超~多~好~禮~~~
請一定要鎖定12/29下午13:00食尚玩家 & 桑塔熊FB直播喔 !
就有機會抽手機、戴手環、吃buffet 喔~ 跟我們一起開心迎新年 !!",食尚玩家 was live.,863,106
2017-12-27 04:00:00+00:00,111515882197852_1960886147260807,"限時兩天買1送1 ? #珍奶控

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2068,59
2017-12-27 03:02:22+00:00,111515882197852_1074165139391160,"#預告 全新組合 #豆莎包 ?

鎖定今晚十點 ? 
【好意外好開心 中台灣美食躲貓貓】  

#食尚玩家／ 莎莎公主(鍾欣愉)／ 納豆 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,656,17
2017-12-27 00:00:00+00:00,111515882197852_1960149320667823,"捨不得吃怎麼辦？????

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,931,47
2017-12-26 23:00:00+00:00,111515882197852_1960208253995263,"光是魯肉飯就有500大卡...?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1788,261
2017-12-26 22:00:00+00:00,111515882197852_1960212953994793,"減肥最怕復胖 #過來人 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,455,16
2017-12-26 21:00:00+00:00,111515882197852_1960039590678796,"來去看2018第一道曙光 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,474,43
2017-12-26 17:30:00+00:00,111515882197852_1959908250691930,"每次去荷包都大失血 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,598,13
2017-12-26 16:00:00+00:00,111515882197852_1960268000655955,"這有三天 1+1 你會想起誰？ ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,8711,702
2017-12-26 15:30:00+00:00,111515882197852_1960222620660493,"#店家資訊 原來東港還可以這麼玩 ???

#食尚玩家／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,124,44
2017-12-26 15:00:00+00:00,111515882197852_1960146694001419,"#食尚金好康 知道?答案的鄉親，快到文末留言告訴我們吧！

#食尚玩家／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,339,10
2017-12-26 14:00:00+00:00,111515882197852_1960180367331385,"? 樂園跨年你會選哪一個？

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,2832,535
2017-12-26 13:00:00+00:00,111515882197852_1960038020678953,"柴柴好可愛 #已融化 (〃?〃)
柴犬迷們要出動了嗎？ ??♂?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2415,95
2017-12-26 12:30:00+00:00,111515882197852_1073751436099197,"一碗只要$40的 #咖哩雞腿麵 ?
【店家資訊】? http://bit.ly/2pyH1mn
【完整節目】? http://bit.ly/2k2TtWa

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 巴鈺

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2770,78
2017-12-26 11:30:00+00:00,111515882197852_1960071527342269,"我可以吃下一整頭牛 ?

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,1112,39
2017-12-26 10:30:00+00:00,111515882197852_527520587621254,"#94想食 草莓控的天堂！高達10多款種的草莓蛋糕?
這怎麼選辣?～by選擇困難的小編
店家資訊看過來?http://bit.ly/2DPNigv
完整版線上看?https://youtu.be/Xi7V_aVszzE

訂閱《YouTube頻道》? http://bit.ly/2lisE1O
?加入食尚玩家LINE好康不漏接 
--- https://goo.gl/aUBhqD",,3465,189
2017-12-26 09:30:00+00:00,111515882197852_1073697712771236,"#花絮來了 今晚跟著我們一起JUMP

鎖定今晚十點 ? http://bit.ly/2BPdavD
【屏東平民冠軍美食 騎著摩托趴趴找】  

#食尚玩家／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,541,3
2017-12-26 08:30:00+00:00,111515882197852_1959955334020555,"百事可樂「限量罐」???
? 星戰迷快買來收藏！

#百事可樂 #星際大戰 #StarWars

#糖糖尚蓋巧",,617,9
2017-12-26 07:30:00+00:00,111515882197852_1073638166110524,"#花絮來了 騎車摸大腿 很害羞 ?

鎖定今晚十點 ? http://bit.ly/2BPdavD
【屏東平民冠軍美食 騎著摩托趴趴找】  

#食尚玩家／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,831,6
2017-12-26 05:30:00+00:00,111515882197852_1959957587353663,"連假出遊預備備 ???

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

?? 在家逛VR耶誕城 https://goo.gl/d1HnHH",,1410,92
2017-12-26 05:30:00+00:00,111515882197852_1959967600685995,"現在很需要療癒一下 ???

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,553,10
2017-12-26 04:00:02+00:00,111515882197852_1959912010691554,"? 【桑塔熊直播Live】#桑塔熊出任務   
? #請分享 
叮叮噹接新年到~~ 新的年度又要來了啊
不知道大家有沒有許好新年新希望了呢?
桑塔熊希望大家都可以身體健康大順利! 今天帶大家來健康加油讚貨櫃~~
看用甚麼方法可以讓自己新年有好氣色喔!!
鎖定直播還有好禮要送給大家~~
#新北市歡樂耶誕城 #桑塔熊 
#健康加油讚",食尚玩家 was live.,679,49
2017-12-26 04:00:00+00:00,111515882197852_1959912120691543,"最近一直被奶茶洗板 ??? 
#奶茶控 來說說好不好喝？

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,2110,91
2017-12-26 03:10:29+00:00,111515882197852_1073593989448275,"#預告 怎麼那摸閃啊 ???

鎖定今晚十點 ?
【屏東平民冠軍美食 騎著摩托趴趴找】  

#食尚玩家／ 楊子儀／ 宅之小惡魔 小CALL／ GTM-AJ 賴煜哲 

? 吃貨好友缺你一個 ? https://goo.gl/aUBhqD
全新食尚官網上線啦 ? http://bit.ly/2BMJ1Nu

-- TVBS新聞線上看 ? https://goo.gl/VPw9e8",,550,16
